ADHOME = D:\SVN\ad2005
jaso2jh() wrong!8861 -  2 3 1
jaso2jh() wrong!D282 -  14 14 2
jaso2jh() wrong!D285 -  14 14 5
jaso2jh() wrong!D289 -  14 14 9
jaso2jh() wrong!D28E -  14 14 E
jaso2jh() wrong!D291 -  14 14 11
jaso2jh() wrong!D295 -  14 14 15
jaso2jh() wrong!D297 -  14 14 17
jaso2jh() wrong!D2A1 -  14 15 1
jaso2jh() wrong!D2A5 -  14 15 5
jaso2jh() wrong!D2A9 -  14 15 9
jaso2jh() wrong!D2B1 -  14 15 11
jaso2jh() wrong!D2B7 -  14 15 17
jaso2jh() wrong!D2C1 -  14 16 1
jaso2jh() wrong!D2C2 -  14 16 2
jaso2jh() wrong!D2C5 -  14 16 5
jaso2jh() wrong!D2C9 -  14 16 9
jaso2jh() wrong!D2D7 -  14 16 17
jaso2jh() wrong!D2E1 -  14 17 1
jaso2jh() wrong!D2E2 -  14 17 2
jaso2jh() wrong!D2E5 -  14 17 5
jaso2jh() wrong!D2E9 -  14 17 9
jaso2jh() wrong!D2F1 -  14 17 11
jaso2jh() wrong!D2F3 -  14 17 13
jaso2jh() wrong!D2F5 -  14 17 15
jaso2jh() wrong!D2F7 -  14 17 17
jaso2jh() wrong!D341 -  14 1A 1
jaso2jh() wrong!D342 -  14 1A 2
jaso2jh() wrong!D345 -  14 1A 5
jaso2jh() wrong!D349 -  14 1A 9
jaso2jh() wrong!D351 -  14 1A 11
jaso2jh() wrong!D355 -  14 1A 15
jaso2jh() wrong!D357 -  14 1A 17
jaso2jh() wrong!D361 -  14 1B 1
jaso2jh() wrong!D362 -  14 1B 2
jaso2jh() wrong!D365 -  14 1B 5
jaso2jh() wrong!D367 -  14 1B 7
jaso2jh() wrong!D368 -  14 1B 8
jaso2jh() wrong!D369 -  14 1B 9
jaso2jh() wrong!D36A -  14 1B A
jaso2jh() wrong!D371 -  14 1B 11
jaso2jh() wrong!D373 -  14 1B 13
jaso2jh() wrong!D375 -  14 1B 15
jaso2jh() wrong!D377 -  14 1B 17
jaso2jh() wrong!D37B -  14 1B 1B
jaso2jh() wrong!D381 -  14 1C 1
jaso2jh() wrong!D385 -  14 1C 5
jaso2jh() wrong!D389 -  14 1C 9
jaso2jh() wrong!D391 -  14 1C 11
jaso2jh() wrong!D393 -  14 1C 13
jaso2jh() wrong!D397 -  14 1C 17
jaso2jh() wrong!D3A1 -  14 1D 1
jaso2jh() wrong!D3A2 -  14 1D 2
jaso2jh() wrong!D3A5 -  14 1D 5
jaso2jh() wrong!D3A9 -  14 1D 9
jaso2jh() wrong!D3B1 -  14 1D 11
jaso2jh() wrong!D3B3 -  14 1D 13
jaso2jh() wrong!D3B5 -  14 1D 15
jaso2jh() wrong!D3B7 -  14 1D 17
jaso2jh() wrong!8841 -  2 2 1
jaso2jh() wrong!8C41 -  3 2 1
jaso2jh() wrong!8444 -  1 2 4
jaso2jh() wrong!9041 -  4 2 1
jaso2jh() wrong!8446 -  1 2 6
jaso2jh() wrong!8447 -  1 2 7
jaso2jh() wrong!9441 -  5 2 1
jaso2jh() wrong!9841 -  6 2 1
jaso2jh() wrong!9C41 -  7 2 1
jaso2jh() wrong!844A -  1 2 A
jaso2jh() wrong!844B -  1 2 B
jaso2jh() wrong!844C -  1 2 C
jaso2jh() wrong!844D -  1 2 D
jaso2jh() wrong!844E -  1 2 E
jaso2jh() wrong!844F -  1 2 F
jaso2jh() wrong!8450 -  1 2 10
jaso2jh() wrong!A041 -  8 2 1
jaso2jh() wrong!A441 -  9 2 1
jaso2jh() wrong!A841 -  A 2 1
jaso2jh() wrong!8454 -  1 2 14
jaso2jh() wrong!AC41 -  B 2 1
jaso2jh() wrong!B041 -  C 2 1
jaso2jh() wrong!B441 -  D 2 1
jaso2jh() wrong!B841 -  E 2 1
jaso2jh() wrong!BC41 -  F 2 1
jaso2jh() wrong!C041 -  10 2 1
jaso2jh() wrong!C441 -  11 2 1
jaso2jh() wrong!C841 -  12 2 1
jaso2jh() wrong!CC41 -  13 2 1
jaso2jh() wrong!D041 -  14 2 1
jaso2jh() wrong!8461 -  1 3 1
jaso2jh() wrong!8481 -  1 4 1
jaso2jh() wrong!84A1 -  1 5 1
jaso2jh() wrong!84C1 -  1 6 1
jaso2jh() wrong!84E1 -  1 7 1
jaso2jh() wrong!8541 -  1 A 1
jaso2jh() wrong!8561 -  1 B 1
jaso2jh() wrong!8581 -  1 C 1
jaso2jh() wrong!85A1 -  1 D 1
jaso2jh() wrong!85C1 -  1 E 1
jaso2jh() wrong!85E1 -  1 F 1
jaso2jh() wrong!8641 -  1 12 1
jaso2jh() wrong!8661 -  1 13 1
jaso2jh() wrong!8681 -  1 14 1
jaso2jh() wrong!86A1 -  1 15 1
jaso2jh() wrong!86C1 -  1 16 1
jaso2jh() wrong!86E1 -  1 17 1
jaso2jh() wrong!8741 -  1 1A 1
jaso2jh() wrong!8761 -  1 1B 1
jaso2jh() wrong!8781 -  1 1C 1
jaso2jh() wrong!87A1 -  1 1D 1
### d:\svn\ad2005\Debug\hdict.exe	Option: w

B0A1 861 °¡ ¤¡ ¤¿      2  3  1 °¡ 0 0000020B
B0A2 861 °¢ ¤¡ ¤¿ ¤¡   2  3  2 °¡ 0 00000000
B0A3 861 °£ ¤¡ ¤¿ ¤¤   2  3  5 °¡ 0 0000000A
B0A4 861 °¤ ¤¡ ¤¿ ¤§   2  3  8 °¡ 0 00000000
B0A5 861 °¥ ¤¡ ¤¿ ¤©   2  3  9 °¡ 0 00000000
B0A6 861 °¦ ¤¡ ¤¿ ¤ª   2  3 10 °¡ 0 00000000
B0A7 861 °§ ¤¡ ¤¿ ¤«   2  3 11 °¡ 0 00000000
B0A8 861 °¨ ¤¡ ¤¿ ¤±   2  3 17 °¡ 0 00000000
B0A9 861 °© ¤¡ ¤¿ ¤²   2  3 19 °¡ 0 00000000
B0AA 861 °ª ¤¡ ¤¿ ¤´   2  3 20 °¡ 0 00000000
B0AB 861 °« ¤¡ ¤¿ ¤µ   2  3 21 °¡ 0 00000000
B0AC 861 °¬ ¤¡ ¤¿ ¤¶   2  3 22 °¡ 0 00000000
B0AD 861 °­ ¤¡ ¤¿ ¤·   2  3 23 °¡ 0 00000000
B0AE 861 °® ¤¡ ¤¿ ¤¸   2  3 24 °¡ 0 00000000
B0AF 861 °¯ ¤¡ ¤¿ ¤º   2  3 25 °¡ 0 00000000
B0B0 861 °° ¤¡ ¤¿ ¤¼   2  3 27 °¡ 0 00000001
B0B1 861 °± ¤¡ ¤¿ ¤½   2  3 28 °¡ 0 00000000
B0B2 861 °² ¤¡ ¤¿ ¤¾   2  3 29 °¡ 0 00000000
B0B3 881 °³ ¤¡ ¤À      2  4  1 °³ 0 00000000
B0B4 881 °´ ¤¡ ¤À ¤¡   2  4  2 °³ 0 00000000
B0B5 881 °µ ¤¡ ¤À ¤¤   2  4  5 °³ 0 00000000
B0B6 881 °¶ ¤¡ ¤À ¤©   2  4  9 °³ 0 00000000
B0B7 881 °· ¤¡ ¤À ¤±   2  4 17 °³ 0 00000000
B0B8 881 °¸ ¤¡ ¤À ¤²   2  4 19 °³ 0 00000000
B0B9 881 °¹ ¤¡ ¤À ¤µ   2  4 21 °³ 0 00000000
B0BA 881 °º ¤¡ ¤À ¤¶   2  4 22 °³ 0 00000000
B0BB 881 °» ¤¡ ¤À ¤·   2  4 23 °³ 0 00000000
B0BC 8A1 °¼ ¤¡ ¤Á      2  5  1 °¼ 0 00000000
B0BD 8A1 °½ ¤¡ ¤Á ¤¡   2  5  2 °¼ 0 00000000
B0BE 8A1 °¾ ¤¡ ¤Á ¤¤   2  5  5 °¼ 0 00000000
B0BF 8A1 °¿ ¤¡ ¤Á ¤©   2  5  9 °¼ 0 00000000
B0C0 8A1 °À ¤¡ ¤Á ¤µ   2  5 21 °¼ 0 00000000
B0C1 8A1 °Á ¤¡ ¤Á ¤·   2  5 23 °¼ 0 00000000
B0C2 8C1 °Â ¤¡ ¤Â      2  6  1 °Â 0 00000000
B0C3 8C1 °Ã ¤¡ ¤Â ¤¤   2  6  5 °Â 0 00000000
B0C4 8C1 °Ä ¤¡ ¤Â ¤©   2  6  9 °Â 0 00000000
B0C5 8E1 °Å ¤¡ ¤Ã      2  7  1 °Å 0 0000000C
B0C6 8E1 °Æ ¤¡ ¤Ã ¤¡   2  7  2 °Å 0 00000000
B0C7 8E1 °Ç ¤¡ ¤Ã ¤¤   2  7  5 °Å 0 00000004
B0C8 8E1 °È ¤¡ ¤Ã ¤§   2  7  8 °Å 0 00000000
B0C9 8E1 °É ¤¡ ¤Ã ¤©   2  7  9 °Å 0 00000008
B0CA 8E1 °Ê ¤¡ ¤Ã ¤«   2  7 11 °Å 0 00000000
B0CB 8E1 °Ë ¤¡ ¤Ã ¤±   2  7 17 °Å 0 00000000
B0CC 8E1 °Ì ¤¡ ¤Ã ¤²   2  7 19 °Å 0 00000000
B0CD 8E1 °Í ¤¡ ¤Ã ¤µ   2  7 21 °Å 0 00000004
B0CE 8E1 °Î ¤¡ ¤Ã ¤¶   2  7 22 °Å 0 00000000
B0CF 8E1 °Ï ¤¡ ¤Ã ¤·   2  7 23 °Å 0 00000000
B0D0 8E1 °Ð ¤¡ ¤Ã ¤¸   2  7 24 °Å 0 00000000
B0D1 8E1 °Ñ ¤¡ ¤Ã ¤¼   2  7 27 °Å 0 00000000
B0D2 8E1 °Ò ¤¡ ¤Ã ¤½   2  7 28 °Å 0 00000000
B0D3 8E1 °Ó ¤¡ ¤Ã ¤¾   2  7 29 °Å 0 00000000
B0D4 941 °Ô ¤¡ ¤Ä      2 10  1 °Ô 0 0000000E
B0D5 941 °Õ ¤¡ ¤Ä ¤¤   2 10  5 °Ô 0 00000002
B0D6 941 °Ö ¤¡ ¤Ä ¤©   2 10  9 °Ô 0 00000000
B0D7 941 °× ¤¡ ¤Ä ¤±   2 10 17 °Ô 0 00000000
B0D8 941 °Ø ¤¡ ¤Ä ¤²   2 10 19 °Ô 0 00000000
B0D9 941 °Ù ¤¡ ¤Ä ¤µ   2 10 21 °Ô 0 00000000
B0DA 941 °Ú ¤¡ ¤Ä ¤¶   2 10 22 °Ô 0 00000000
B0DB 941 °Û ¤¡ ¤Ä ¤·   2 10 23 °Ô 0 00000000
B0DC 961 °Ü ¤¡ ¤Å      2 11  1 °Ü 0 00000000
B0DD 961 °Ý ¤¡ ¤Å ¤¡   2 11  2 °Ü 0 00000000
B0DE 961 °Þ ¤¡ ¤Å ¤¢   2 11  3 °Ü 0 00000000
B0DF 961 °ß ¤¡ ¤Å ¤¤   2 11  5 °Ü 0 00000000
B0E0 961 °à ¤¡ ¤Å ¤§   2 11  8 °Ü 0 00000000
B0E1 961 °á ¤¡ ¤Å ¤©   2 11  9 °Ü 0 00000000
B0E2 961 °â ¤¡ ¤Å ¤±   2 11 17 °Ü 0 00000000
B0E3 961 °ã ¤¡ ¤Å ¤²   2 11 19 °Ü 0 00000000
B0E4 961 °ä ¤¡ ¤Å ¤µ   2 11 21 °Ü 0 00000000
B0E5 961 °å ¤¡ ¤Å ¤¶   2 11 22 °Ü 0 00000000
B0E6 961 °æ ¤¡ ¤Å ¤·   2 11 23 °Ü 0 00000000
B0E7 961 °ç ¤¡ ¤Å ¤¼   2 11 27 °Ü 0 00000000
B0E8 981 °è ¤¡ ¤Æ      2 12  1 °è 0 00000000
B0E9 981 °é ¤¡ ¤Æ ¤¤   2 12  5 °è 0 00000000
B0EA 981 °ê ¤¡ ¤Æ ¤©   2 12  9 °è 0 00000000
B0EB 981 °ë ¤¡ ¤Æ ¤²   2 12 19 °è 0 00000000
B0EC 981 °ì ¤¡ ¤Æ ¤µ   2 12 21 °è 0 00000000
B0ED 9A1 °í ¤¡ ¤Ç      2 13  1 °í 0 0000000F
B0EE 9A1 °î ¤¡ ¤Ç ¤¡   2 13  2 °í 0 00000000
B0EF 9A1 °ï ¤¡ ¤Ç ¤¤   2 13  5 °í 0 0000000E
B0F0 9A1 °ð ¤¡ ¤Ç ¤§   2 13  8 °í 0 00000000
B0F1 9A1 °ñ ¤¡ ¤Ç ¤©   2 13  9 °í 0 00000000
B0F2 9A1 °ò ¤¡ ¤Ç ¤«   2 13 11 °í 0 00000000
B0F3 9A1 °ó ¤¡ ¤Ç ¤­   2 13 13 °í 0 00000000
B0F4 9A1 °ô ¤¡ ¤Ç ¤°   2 13 16 °í 0 00000000
B0F5 9A1 °õ ¤¡ ¤Ç ¤±   2 13 17 °í 0 00000000
B0F6 9A1 °ö ¤¡ ¤Ç ¤²   2 13 19 °í 0 00000000
B0F7 9A1 °÷ ¤¡ ¤Ç ¤µ   2 13 21 °í 0 00000000
B0F8 9A1 °ø ¤¡ ¤Ç ¤·   2 13 23 °í 0 00000000
B0F9 9A1 °ù ¤¡ ¤Ç ¤¸   2 13 24 °í 0 00000000
B0FA 9C1 °ú ¤¡ ¤È      2 14  1 °ú 0 00000009
B0FB 9C1 °û ¤¡ ¤È ¤¡   2 14  2 °ú 0 00000000
B0FC 9C1 °ü ¤¡ ¤È ¤¤   2 14  5 °ú 0 00000004
B0FD 9C1 °ý ¤¡ ¤È ¤©   2 14  9 °ú 0 00000000
B0FE 9C1 °þ ¤¡ ¤È ¤«   2 14 11 °ú 0 00000000
B1A1 9C1 ±¡ ¤¡ ¤È ¤±   2 14 17 °ú 0 00000000
B1A2 9C1 ±¢ ¤¡ ¤È ¤²   2 14 19 °ú 0 00000000
B1A3 9C1 ±£ ¤¡ ¤È ¤µ   2 14 21 °ú 0 00000000
B1A4 9C1 ±¤ ¤¡ ¤È ¤·   2 14 23 °ú 0 00000000
B1A5 9E1 ±¥ ¤¡ ¤É      2 15  1 ±¥ 0 00000000
B1A6 9E1 ±¦ ¤¡ ¤É ¤¤   2 15  5 ±¥ 0 00000000
B1A7 9E1 ±§ ¤¡ ¤É ¤©   2 15  9 ±¥ 0 00000000
B1A8 9E1 ±¨ ¤¡ ¤É ¤±   2 15 17 ±¥ 0 00000000
B1A9 9E1 ±© ¤¡ ¤É ¤¶   2 15 22 ±¥ 0 00000000
B1AA 9E1 ±ª ¤¡ ¤É ¤·   2 15 23 ±¥ 0 00000000
B1AB A41 ±« ¤¡ ¤Ê      2 18  1 ±« 0 00000000
B1AC A41 ±¬ ¤¡ ¤Ê ¤¡   2 18  2 ±« 0 00000000
B1AD A41 ±­ ¤¡ ¤Ê ¤¤   2 18  5 ±« 0 00000000
B1AE A41 ±® ¤¡ ¤Ê ¤©   2 18  9 ±« 0 00000000
B1AF A41 ±¯ ¤¡ ¤Ê ¤±   2 18 17 ±« 0 00000000
B1B0 A41 ±° ¤¡ ¤Ê ¤²   2 18 19 ±« 0 00000000
B1B1 A41 ±± ¤¡ ¤Ê ¤µ   2 18 21 ±« 0 00000000
B1B2 A41 ±² ¤¡ ¤Ê ¤·   2 18 23 ±« 0 00000000
B1B3 A61 ±³ ¤¡ ¤Ë      2 19  1 ±³ 0 00000000
B1B4 A61 ±´ ¤¡ ¤Ë ¤¤   2 19  5 ±³ 0 00000000
B1B5 A61 ±µ ¤¡ ¤Ë ¤©   2 19  9 ±³ 0 00000000
B1B6 A61 ±¶ ¤¡ ¤Ë ¤²   2 19 19 ±³ 0 00000000
B1B7 A61 ±· ¤¡ ¤Ë ¤µ   2 19 21 ±³ 0 00000000
B1B8 A81 ±¸ ¤¡ ¤Ì      2 20  1 ±¸ 0 0000000E
B1B9 A81 ±¹ ¤¡ ¤Ì ¤¡   2 20  2 ±¸ 0 00000000
B1BA A81 ±º ¤¡ ¤Ì ¤¤   2 20  5 ±¸ 0 0000000E
B1BB A81 ±» ¤¡ ¤Ì ¤§   2 20  8 ±¸ 0 00000000
B1BC A81 ±¼ ¤¡ ¤Ì ¤©   2 20  9 ±¸ 0 00000000
B1BD A81 ±½ ¤¡ ¤Ì ¤ª   2 20 10 ±¸ 0 00000000
B1BE A81 ±¾ ¤¡ ¤Ì ¤«   2 20 11 ±¸ 0 00000000
B1BF A81 ±¿ ¤¡ ¤Ì ¤°   2 20 16 ±¸ 0 00000000
B1C0 A81 ±À ¤¡ ¤Ì ¤±   2 20 17 ±¸ 0 00000000
B1C1 A81 ±Á ¤¡ ¤Ì ¤²   2 20 19 ±¸ 0 00000000
B1C2 A81 ±Â ¤¡ ¤Ì ¤µ   2 20 21 ±¸ 0 00000000
B1C3 A81 ±Ã ¤¡ ¤Ì ¤·   2 20 23 ±¸ 0 00000000
B1C4 A81 ±Ä ¤¡ ¤Ì ¤¸   2 20 24 ±¸ 0 00000000
B1C5 AA1 ±Å ¤¡ ¤Í      2 21  1 ±Å 0 00000000
B1C6 AA1 ±Æ ¤¡ ¤Í ¤¡   2 21  2 ±Å 0 00000000
B1C7 AA1 ±Ç ¤¡ ¤Í ¤¤   2 21  5 ±Å 0 00000000
B1C8 AA1 ±È ¤¡ ¤Í ¤©   2 21  9 ±Å 0 00000000
B1C9 AA1 ±É ¤¡ ¤Í ¤¶   2 21 22 ±Å 0 00000000
B1CA AA1 ±Ê ¤¡ ¤Í ¤·   2 21 23 ±Å 0 00000000
B1CB AC1 ±Ë ¤¡ ¤Î      2 22  1 ±Ë 0 00000000
B1CC AC1 ±Ì ¤¡ ¤Î ¤µ   2 22 21 ±Ë 0 00000000
B1CD AE1 ±Í ¤¡ ¤Ï      2 23  1 ±Í 0 00000000
B1CE AE1 ±Î ¤¡ ¤Ï ¤¡   2 23  2 ±Í 0 00000000
B1CF AE1 ±Ï ¤¡ ¤Ï ¤¤   2 23  5 ±Í 0 00000000
B1D0 AE1 ±Ð ¤¡ ¤Ï ¤©   2 23  9 ±Í 0 00000000
B1D1 AE1 ±Ñ ¤¡ ¤Ï ¤±   2 23 17 ±Í 0 00000000
B1D2 AE1 ±Ò ¤¡ ¤Ï ¤²   2 23 19 ±Í 0 00000000
B1D3 AE1 ±Ó ¤¡ ¤Ï ¤µ   2 23 21 ±Í 0 00000000
B1D4 B41 ±Ô ¤¡ ¤Ð      2 26  1 ±Ô 0 00000000
B1D5 B41 ±Õ ¤¡ ¤Ð ¤¤   2 26  5 ±Ô 0 00000000
B1D6 B41 ±Ö ¤¡ ¤Ð ¤©   2 26  9 ±Ô 0 00000000
B1D7 B61 ±× ¤¡ ¤Ñ      2 27  1 ±× 0 00000000
B1D8 B61 ±Ø ¤¡ ¤Ñ ¤¡   2 27  2 ±× 0 00000000
B1D9 B61 ±Ù ¤¡ ¤Ñ ¤¤   2 27  5 ±× 0 00000000
B1DA B61 ±Ú ¤¡ ¤Ñ ¤§   2 27  8 ±× 0 00000000
B1DB B61 ±Û ¤¡ ¤Ñ ¤©   2 27  9 ±× 0 00000000
B1DC B61 ±Ü ¤¡ ¤Ñ ¤ª   2 27 10 ±× 0 00000000
B1DD B61 ±Ý ¤¡ ¤Ñ ¤±   2 27 17 ±× 0 00000000
B1DE B61 ±Þ ¤¡ ¤Ñ ¤²   2 27 19 ±× 0 00000000
B1DF B61 ±ß ¤¡ ¤Ñ ¤µ   2 27 21 ±× 0 00000000
B1E0 B61 ±à ¤¡ ¤Ñ ¤·   2 27 23 ±× 0 00000000
B1E1 B81 ±á ¤¡ ¤Ò      2 28  1 ±á 0 00000000
B1E2 BA1 ±â ¤¡ ¤Ó      2 29  1 ±â 0 0000000C
B1E3 BA1 ±ã ¤¡ ¤Ó ¤¡   2 29  2 ±â 0 00000000
B1E4 BA1 ±ä ¤¡ ¤Ó ¤¤   2 29  5 ±â 0 00000004
B1E5 BA1 ±å ¤¡ ¤Ó ¤§   2 29  8 ±â 0 00000000
B1E6 BA1 ±æ ¤¡ ¤Ó ¤©   2 29  9 ±â 0 00000004
B1E7 BA1 ±ç ¤¡ ¤Ó ¤«   2 29 11 ±â 0 00000000
B1E8 BA1 ±è ¤¡ ¤Ó ¤±   2 29 17 ±â 0 00000000
B1E9 BA1 ±é ¤¡ ¤Ó ¤²   2 29 19 ±â 0 00000000
B1EA BA1 ±ê ¤¡ ¤Ó ¤µ   2 29 21 ±â 0 00000000
B1EB BA1 ±ë ¤¡ ¤Ó ¤·   2 29 23 ±â 0 00000000
B1EC BA1 ±ì ¤¡ ¤Ó ¤¸   2 29 24 ±â 0 00000000
B1ED BA1 ±í ¤¡ ¤Ó ¤½   2 29 28 ±â 0 00000000
B1EE C61 ±î ¤¢ ¤¿      3  3  1 ±î 0 0000000B
B1EF C61 ±ï ¤¢ ¤¿ ¤¡   3  3  2 ±î 0 00000000
B1F0 C61 ±ð ¤¢ ¤¿ ¤¢   3  3  3 ±î 0 00000000
B1F1 C61 ±ñ ¤¢ ¤¿ ¤¤   3  3  5 ±î 0 00000008
B1F2 C61 ±ò ¤¢ ¤¿ ¤©   3  3  9 ±î 0 00000000
B1F3 C61 ±ó ¤¢ ¤¿ ¤«   3  3 11 ±î 0 00000000
B1F4 C61 ±ô ¤¢ ¤¿ ¤±   3  3 17 ±î 0 00000000
B1F5 C61 ±õ ¤¢ ¤¿ ¤²   3  3 19 ±î 0 00000000
B1F6 C61 ±ö ¤¢ ¤¿ ¤µ   3  3 21 ±î 0 00000000
B1F7 C61 ±÷ ¤¢ ¤¿ ¤¶   3  3 22 ±î 0 00000000
B1F8 C61 ±ø ¤¢ ¤¿ ¤·   3  3 23 ±î 0 00000000
B1F9 C61 ±ù ¤¢ ¤¿ ¤¼   3  3 27 ±î 0 00000000
B1FA C81 ±ú ¤¢ ¤À      3  4  1 ±ú 0 00000000
B1FB C81 ±û ¤¢ ¤À ¤¡   3  4  2 ±ú 0 00000000
B1FC C81 ±ü ¤¢ ¤À ¤¤   3  4  5 ±ú 0 00000000
B1FD C81 ±ý ¤¢ ¤À ¤©   3  4  9 ±ú 0 00000000
B1FE C81 ±þ ¤¢ ¤À ¤±   3  4 17 ±ú 0 00000000
B2A1 C81 ²¡ ¤¢ ¤À ¤²   3  4 19 ±ú 0 00000000
B2A2 C81 ²¢ ¤¢ ¤À ¤µ   3  4 21 ±ú 0 00000000
B2A3 C81 ²£ ¤¢ ¤À ¤¶   3  4 22 ±ú 0 00000000
B2A4 C81 ²¤ ¤¢ ¤À ¤·   3  4 23 ±ú 0 00000000
B2A5 CA1 ²¥ ¤¢ ¤Á      3  5  1 ²¥ 0 00000000
B2A6 CA1 ²¦ ¤¢ ¤Á ¤¡   3  5  2 ²¥ 0 00000000
B2A7 CA1 ²§ ¤¢ ¤Á ¤©   3  5  9 ²¥ 0 00000000
B2A8 CE1 ²¨ ¤¢ ¤Ã      3  7  1 ²¨ 0 00000000
B2A9 CE1 ²© ¤¢ ¤Ã ¤¡   3  7  2 ²¨ 0 00000000
B2AA CE1 ²ª ¤¢ ¤Ã ¤¢   3  7  3 ²¨ 0 00000000
B2AB CE1 ²« ¤¢ ¤Ã ¤¤   3  7  5 ²¨ 0 00000000
B2AC CE1 ²¬ ¤¢ ¤Ã ¤©   3  7  9 ²¨ 0 00000000
B2AD CE1 ²­ ¤¢ ¤Ã ¤±   3  7 17 ²¨ 0 00000000
B2AE CE1 ²® ¤¢ ¤Ã ¤²   3  7 19 ²¨ 0 00000000
B2AF CE1 ²¯ ¤¢ ¤Ã ¤µ   3  7 21 ²¨ 0 00000000
B2B0 CE1 ²° ¤¢ ¤Ã ¤¶   3  7 22 ²¨ 0 00000000
B2B1 CE1 ²± ¤¢ ¤Ã ¤·   3  7 23 ²¨ 0 00000000
B2B2 D41 ²² ¤¢ ¤Ä      3 10  1 ²² 0 00000009
B2B3 D41 ²³ ¤¢ ¤Ä ¤¡   3 10  2 ²² 0 00000000
B2B4 D41 ²´ ¤¢ ¤Ä ¤¤   3 10  5 ²² 0 00000000
B2B5 D41 ²µ ¤¢ ¤Ä ¤±   3 10 17 ²² 0 00000000
B2B6 D41 ²¶ ¤¢ ¤Ä ¤µ   3 10 21 ²² 0 00000000
B2B7 D41 ²· ¤¢ ¤Ä ¤·   3 10 23 ²² 0 00000000
B2B8 D61 ²¸ ¤¢ ¤Å      3 11  1 ²¸ 0 00000000
B2B9 D61 ²¹ ¤¢ ¤Å ¤¤   3 11  5 ²¸ 0 00000000
B2BA D61 ²º ¤¢ ¤Å ¤©   3 11  9 ²¸ 0 00000000
B2BB D61 ²» ¤¢ ¤Å ¤µ   3 11 21 ²¸ 0 00000000
B2BC D61 ²¼ ¤¢ ¤Å ¤¶   3 11 22 ²¸ 0 00000000
B2BD D61 ²½ ¤¢ ¤Å ¤¼   3 11 27 ²¸ 0 00000000
B2BE D81 ²¾ ¤¢ ¤Æ      3 12  1 ²¾ 0 00000000
B2BF DA1 ²¿ ¤¢ ¤Ç      3 13  1 ²¿ 0 00000008
B2C0 DA1 ²À ¤¢ ¤Ç ¤¡   3 13  2 ²¿ 0 00000000
B2C1 DA1 ²Á ¤¢ ¤Ç ¤¤   3 13  5 ²¿ 0 00000000
B2C2 DA1 ²Â ¤¢ ¤Ç ¤¦   3 13  7 ²¿ 0 00000000
B2C3 DA1 ²Ã ¤¢ ¤Ç ¤©   3 13  9 ²¿ 0 00000000
B2C4 DA1 ²Ä ¤¢ ¤Ç ¤±   3 13 17 ²¿ 0 00000000
B2C5 DA1 ²Å ¤¢ ¤Ç ¤²   3 13 19 ²¿ 0 00000000
B2C6 DA1 ²Æ ¤¢ ¤Ç ¤µ   3 13 21 ²¿ 0 00000000
B2C7 DA1 ²Ç ¤¢ ¤Ç ¤·   3 13 23 ²¿ 0 00000000
B2C8 DA1 ²È ¤¢ ¤Ç ¤¸   3 13 24 ²¿ 0 00000000
B2C9 DA1 ²É ¤¢ ¤Ç ¤º   3 13 25 ²¿ 0 00000000
B2CA DC1 ²Ê ¤¢ ¤È      3 14  1 ²Ê 0 00000000
B2CB DC1 ²Ë ¤¢ ¤È ¤¡   3 14  2 ²Ê 0 00000000
B2CC DC1 ²Ì ¤¢ ¤È ¤©   3 14  9 ²Ê 0 00000000
B2CD DC1 ²Í ¤¢ ¤È ¤¶   3 14 22 ²Ê 0 00000000
B2CE DC1 ²Î ¤¢ ¤È ¤·   3 14 23 ²Ê 0 00000000
B2CF DE1 ²Ï ¤¢ ¤É      3 15  1 ²Ï 0 00000000
B2D0 DE1 ²Ð ¤¢ ¤É ¤¡   3 15  2 ²Ï 0 00000000
B2D1 DE1 ²Ñ ¤¢ ¤É ¤·   3 15 23 ²Ï 0 00000000
B2D2 E41 ²Ò ¤¢ ¤Ê      3 18  1 ²Ò 0 00000000
B2D3 E41 ²Ó ¤¢ ¤Ê ¤¤   3 18  5 ²Ò 0 00000000
B2D4 E41 ²Ô ¤¢ ¤Ê ¤©   3 18  9 ²Ò 0 00000000
B2D5 E41 ²Õ ¤¢ ¤Ê ¤±   3 18 17 ²Ò 0 00000000
B2D6 E41 ²Ö ¤¢ ¤Ê ¤²   3 18 19 ²Ò 0 00000000
B2D7 E41 ²× ¤¢ ¤Ê ¤·   3 18 23 ²Ò 0 00000000
B2D8 E61 ²Ø ¤¢ ¤Ë      3 19  1 ²Ø 0 00000000
B2D9 E81 ²Ù ¤¢ ¤Ì      3 20  1 ²Ù 0 00000008
B2DA E81 ²Ú ¤¢ ¤Ì ¤¡   3 20  2 ²Ù 0 00000000
B2DB E81 ²Û ¤¢ ¤Ì ¤¤   3 20  5 ²Ù 0 00000000
B2DC E81 ²Ü ¤¢ ¤Ì ¤©   3 20  9 ²Ù 0 00000000
B2DD E81 ²Ý ¤¢ ¤Ì ¤°   3 20 16 ²Ù 0 00000000
B2DE E81 ²Þ ¤¢ ¤Ì ¤±   3 20 17 ²Ù 0 00000000
B2DF E81 ²ß ¤¢ ¤Ì ¤²   3 20 19 ²Ù 0 00000000
B2E0 E81 ²à ¤¢ ¤Ì ¤µ   3 20 21 ²Ù 0 00000000
B2E1 E81 ²á ¤¢ ¤Ì ¤·   3 20 23 ²Ù 0 00000000
